event_time,bookmaker,Fighter,Opponent,odds_f1,odds_f2,market,spread_f1,spread_f2
2023-10-15 20:26:00,Unibet,New York Jets,Philadelphia Eagles,-110,-110,spreads,7.0,-7.0
2023-10-15 20:26:00,TwinSpires,New York Jets,Philadelphia Eagles,240,-315,h2h,,
2023-10-15 20:26:00,TwinSpires,New York Jets,Philadelphia Eagles,-110,-110,spreads,7.0,-7.0
2023-10-15 20:26:00,MyBookie.ag,New York Jets,Philadelphia Eagles,260,-340,h2h,,
2023-10-15 20:26:00,MyBookie.ag,New York Jets,Philadelphia Eagles,-110,-110,spreads,7.0,-7.0
2023-10-15 20:26:00,PointsBet (US),New York Jets,Philadelphia Eagles,250,-325,h2h,,
2023-10-15 20:26:00,PointsBet (US),New York Jets,Philadelphia Eagles,-110,-110,spreads,7.0,-7.0
2023-10-15 20:26:00,WynnBET,New York Jets,Philadelphia Eagles,230,-278,h2h,,
2023-10-15 20:26:00,WynnBET,New York Jets,Philadelphia Eagles,-110,-110,spreads,6.5,-6.5
2023-10-15 20:26:00,BetMGM,New York Jets,Philadelphia Eagles,240,-300,h2h,,
2023-10-15 20:26:00,BetMGM,New York Jets,Philadelphia Eagles,-110,-110,spreads,7.0,-7.0
2023-10-15 20:26:00,Barstool Sportsbook,New York Jets,Philadelphia Eagles,250,-300,h2h,,
2023-10-15 20:26:00,Barstool Sportsbook,New York Jets,Philadelphia Eagles,-115,-105,spreads,7.0,-7.0
2023-10-16 00:21:00,FanDuel,Buffalo Bills,New York Giants,-900,610,h2h,,
2023-10-16 00:21:00,FanDuel,Buffalo Bills,New York Giants,-110,-110,spreads,-14.0,14.0
2023-10-16 00:21:00,DraftKings,Buffalo Bills,New York Giants,-900,600,h2h,,
2023-10-16 00:21:00,DraftKings,Buffalo Bills,New York Giants,-108,-112,spreads,-14.0,14.0
2023-10-16 00:21:00,BetUS,Buffalo Bills,New York Giants,-900,600,h2h,,
2023-10-16 00:21:00,BetUS,Buffalo Bills,New York Giants,-110,-110,spreads,-14.0,14.0
2023-10-16 00:21:00,SuperBook,Buffalo Bills,New York Giants,-1200,700,h2h,,
2023-10-16 00:21:00,SuperBook,Buffalo Bills,New York Giants,-110,-110,spreads,-14.0,14.0
2023-10-16 00:21:00,Caesars,Buffalo Bills,New York Giants,-900,600,h2h,,
2023-10-16 00:21:00,Caesars,Buffalo Bills,New York Giants,-120,100,spreads,-14.0,14.0
2023-10-16 00:21:00,LowVig.ag,Buffalo Bills,New York Giants,-901,640,h2h,,
2023-10-16 00:21:00,LowVig.ag,Buffalo Bills,New York Giants,-107,-103,spreads,-14.0,14.0
2023-10-16 00:21:00,BetOnline.ag,Buffalo Bills,New York Giants,-909,640,h2h,,
2023-10-16 00:21:00,BetOnline.ag,Buffalo Bills,New York Giants,-112,-108,spreads,-14.0,14.0
2023-10-16 00:21:00,Bovada,Buffalo Bills,New York Giants,-900,575,h2h,,
2023-10-16 00:21:00,Bovada,Buffalo Bills,New York Giants,-115,-105,spreads,-14.0,14.0
2023-10-16 00:21:00,BetRivers,Buffalo Bills,New York Giants,-910,600,h2h,,
2023-10-16 00:21:00,BetRivers,Buffalo Bills,New York Giants,-109,-112,spreads,-14.0,14.0
2023-10-16 00:21:00,Unibet,Buffalo Bills,New York Giants,-910,600,h2h,,
2023-10-16 00:21:00,Unibet,Buffalo Bills,New York Giants,-109,-112,spreads,-14.0,14.0
2023-10-16 00:21:00,TwinSpires,Buffalo Bills,New York Giants,-910,600,h2h,,
2023-10-16 00:21:00,TwinSpires,Buffalo Bills,New York Giants,-109,-112,spreads,-14.0,14.0
2023-10-16 00:21:00,MyBookie.ag,Buffalo Bills,New York Giants,-1000,650,h2h,,
2023-10-16 00:21:00,MyBookie.ag,Buffalo Bills,New York Giants,-110,-110,spreads,-14.0,14.0
2023-10-16 00:21:00,PointsBet (US),Buffalo Bills,New York Giants,-900,600,h2h,,
2023-10-16 00:21:00,PointsBet (US),Buffalo Bills,New York Giants,-110,-110,spreads,-14.0,14.0
2023-10-16 00:21:00,BetMGM,Buffalo Bills,New York Giants,-900,575,h2h,,
2023-10-16 00:21:00,BetMGM,Buffalo Bills,New York Giants,-110,-110,spreads,-14.0,14.0
2023-10-16 00:21:00,Barstool Sportsbook,Buffalo Bills,New York Giants,-1000,700,h2h,,
2023-10-16 00:21:00,Barstool Sportsbook,Buffalo Bills,New York Giants,-110,-110,spreads,-14.0,14.0
2023-10-16 00:21:00,WynnBET,Buffalo Bills,New York Giants,-1000,675,h2h,,
2023-10-16 00:21:00,WynnBET,Buffalo Bills,New York Giants,-110,-110,spreads,-14.0,14.0
2023-10-17 00:16:00,FanDuel,Dallas Cowboys,Los Angeles Chargers,-132,112,h2h,,
2023-10-17 00:16:00,FanDuel,Dallas Cowboys,Los Angeles Chargers,-108,-112,spreads,-2.5,2.5
2023-10-17 00:16:00,BetUS,Dallas Cowboys,Los Angeles Chargers,-130,110,h2h,,
2023-10-17 00:16:00,BetUS,Dallas Cowboys,Los Angeles Chargers,-110,-110,spreads,-2.0,2.0
2023-10-17 00:16:00,DraftKings,Dallas Cowboys,Los Angeles Chargers,-130,110,h2h,,
2023-10-17 00:16:00,DraftKings,Dallas Cowboys,Los Angeles Chargers,-110,-110,spreads,-2.0,2.0
2023-10-17 00:16:00,SuperBook,Dallas Cowboys,Los Angeles Chargers,-130,110,h2h,,
2023-10-17 00:16:00,SuperBook,Dallas Cowboys,Los Angeles Chargers,-110,-110,spreads,-2.0,2.0
2023-10-17 00:16:00,Caesars,Dallas Cowboys,Los Angeles Chargers,-130,110,h2h,,
2023-10-17 00:16:00,Caesars,Dallas Cowboys,Los Angeles Chargers,-110,-110,spreads,-2.5,2.5
2023-10-17 00:16:00,LowVig.ag,Dallas Cowboys,Los Angeles Chargers,-130,110,h2h,,
2023-10-17 00:16:00,LowVig.ag,Dallas Cowboys,Los Angeles Chargers,-102,-108,spreads,-2.0,2.0
2023-10-17 00:16:00,BetOnline.ag,Dallas Cowboys,Los Angeles Chargers,-130,110,h2h,,
2023-10-17 00:16:00,BetOnline.ag,Dallas Cowboys,Los Angeles Chargers,-106,-114,spreads,-2.0,2.0
2023-10-17 00:16:00,Bovada,Dallas Cowboys,Los Angeles Chargers,-135,115,h2h,,
2023-10-17 00:16:00,Bovada,Dallas Cowboys,Los Angeles Chargers,-115,-105,spreads,-2.0,2.0
2023-10-17 00:16:00,BetRivers,Dallas Cowboys,Los Angeles Chargers,-134,110,h2h,,
2023-10-17 00:16:00,BetRivers,Dallas Cowboys,Los Angeles Chargers,-109,-112,spreads,-2.0,2.0
2023-10-17 00:16:00,Unibet,Dallas Cowboys,Los Angeles Chargers,-134,110,h2h,,
2023-10-17 00:16:00,Unibet,Dallas Cowboys,Los Angeles Chargers,-109,-112,spreads,-2.0,2.0
2023-10-17 00:16:00,TwinSpires,Dallas Cowboys,Los Angeles Chargers,-134,110,h2h,,
2023-10-17 00:16:00,TwinSpires,Dallas Cowboys,Los Angeles Chargers,-109,-112,spreads,-2.0,2.0
2023-10-17 00:16:00,MyBookie.ag,Dallas Cowboys,Los Angeles Chargers,-132,108,h2h,,
2023-10-17 00:16:00,MyBookie.ag,Dallas Cowboys,Los Angeles Chargers,-110,-110,spreads,-2.0,2.0
2023-10-17 00:16:00,PointsBet (US),Dallas Cowboys,Los Angeles Chargers,-125,105,h2h,,
2023-10-17 00:16:00,PointsBet (US),Dallas Cowboys,Los Angeles Chargers,-110,-110,spreads,-2.0,2.0
2023-10-17 00:16:00,WynnBET,Dallas Cowboys,Los Angeles Chargers,-125,108,h2h,,
2023-10-17 00:16:00,WynnBET,Dallas Cowboys,Los Angeles Chargers,-110,-110,spreads,-2.0,2.0
2023-10-17 00:16:00,BetMGM,Dallas Cowboys,Los Angeles Chargers,-130,110,h2h,,
2023-10-17 00:16:00,BetMGM,Dallas Cowboys,Los Angeles Chargers,-110,-110,spreads,-2.0,2.0
2023-10-17 00:16:00,Barstool Sportsbook,Dallas Cowboys,Los Angeles Chargers,-130,110,h2h,,
2023-10-17 00:16:00,Barstool Sportsbook,Dallas Cowboys,Los Angeles Chargers,-105,-115,spreads,-2.5,2.5
2023-10-20 00:16:00,FanDuel,Jacksonville Jaguars,New Orleans Saints,-110,-106,h2h,,
2023-10-20 00:16:00,FanDuel,Jacksonville Jaguars,New Orleans Saints,-102,-120,spreads,-1.5,1.5
2023-10-20 00:16:00,DraftKings,Jacksonville Jaguars,New Orleans Saints,-110,-110,h2h,,
2023-10-20 00:16:00,DraftKings,Jacksonville Jaguars,New Orleans Saints,-110,-110,spreads,0.0,0.0
2023-10-20 00:16:00,SuperBook,Jacksonville Jaguars,New Orleans Saints,-110,-110,spreads,-1.0,1.0
2023-10-20 00:16:00,BetUS,Jacksonville Jaguars,New Orleans Saints,-110,-110,spreads,0.0,0.0
2023-10-20 00:16:00,BetOnline.ag,Jacksonville Jaguars,New Orleans Saints,-105,-115,spreads,-1.0,1.0
2023-10-20 00:16:00,LowVig.ag,Jacksonville Jaguars,New Orleans Saints,100,-110,spreads,-1.0,1.0
2023-10-20 00:16:00,Caesars,Jacksonville Jaguars,New Orleans Saints,-110,-110,h2h,,
2023-10-20 00:16:00,Caesars,Jacksonville Jaguars,New Orleans Saints,-110,-110,spreads,-0.0,0.0
2023-10-22 17:01:00,FanDuel,Atlanta Falcons,Tampa Bay Buccaneers,114,-134,h2h,,
2023-10-22 17:01:00,FanDuel,Atlanta Falcons,Tampa Bay Buccaneers,-110,-110,spreads,2.5,-2.5
2023-10-22 17:01:00,DraftKings,Atlanta Falcons,Tampa Bay Buccaneers,114,-135,h2h,,
2023-10-22 17:01:00,DraftKings,Atlanta Falcons,Tampa Bay Buccaneers,-110,-110,spreads,2.5,-2.5
2023-10-22 17:01:00,LowVig.ag,Atlanta Falcons,Tampa Bay Buccaneers,-105,-105,spreads,2.5,-2.5
2023-10-22 17:01:00,BetOnline.ag,Atlanta Falcons,Tampa Bay Buccaneers,-110,-110,spreads,2.5,-2.5
2023-10-22 17:01:00,SuperBook,Atlanta Falcons,Tampa Bay Buccaneers,-110,-110,spreads,2.5,-2.5
2023-10-22 17:01:00,BetUS,Atlanta Falcons,Tampa Bay Buccaneers,-110,-110,spreads,2.5,-2.5
2023-10-22 17:01:00,Caesars,Atlanta Falcons,Tampa Bay Buccaneers,115,-135,h2h,,
2023-10-22 17:01:00,Caesars,Atlanta Falcons,Tampa Bay Buccaneers,-110,-110,spreads,2.5,-2.5
2023-10-22 17:01:00,FanDuel,Baltimore Ravens,Detroit Lions,-134,114,h2h,,
2023-10-22 17:01:00,FanDuel,Baltimore Ravens,Detroit Lions,-110,-110,spreads,-2.5,2.5
2023-10-22 17:01:00,DraftKings,Baltimore Ravens,Detroit Lions,-142,120,h2h,,
2023-10-22 17:01:00,DraftKings,Baltimore Ravens,Detroit Lions,-115,-105,spreads,-2.5,2.5
2023-10-22 17:01:00,BetOnline.ag,Baltimore Ravens,Detroit Lions,-110,-110,spreads,-2.0,2.0
2023-10-22 17:01:00,LowVig.ag,Baltimore Ravens,Detroit Lions,-105,-105,spreads,-2.0,2.0
2023-10-22 17:01:00,SuperBook,Baltimore Ravens,Detroit Lions,-110,-110,spreads,-2.5,2.5
2023-10-22 17:01:00,BetUS,Baltimore Ravens,Detroit Lions,-110,-110,spreads,-2.5,2.5
2023-10-22 17:01:00,Caesars,Baltimore Ravens,Detroit Lions,-140,118,h2h,,
2023-10-22 17:01:00,Caesars,Baltimore Ravens,Detroit Lions,-110,-110,spreads,-2.5,2.5
2023-10-22 17:01:00,FanDuel,Buffalo Bills,New England Patriots,-390,310,h2h,,
2023-10-22 17:01:00,FanDuel,Buffalo Bills,New England Patriots,-110,-110,spreads,-8.5,8.5
2023-10-22 17:01:00,DraftKings,Buffalo Bills,New England Patriots,-360,285,h2h,,
2023-10-22 17:01:00,DraftKings,Buffalo Bills,New England Patriots,-110,-110,spreads,-7.5,7.5
2023-10-22 17:01:00,BetOnline.ag,Buffalo Bills,New England Patriots,-102,-118,spreads,-9.0,9.0
2023-10-22 17:01:00,LowVig.ag,Buffalo Bills,New England Patriots,103,-114,spreads,-9.0,9.0
2023-10-22 17:01:00,SuperBook,Buffalo Bills,New England Patriots,-110,-110,spreads,-8.5,8.5
2023-10-22 17:01:00,BetUS,Buffalo Bills,New England Patriots,-110,-110,spreads,-8.5,8.5
2023-10-22 17:01:00,Caesars,Buffalo Bills,New England Patriots,-365,285,h2h,,
2023-10-22 17:01:00,Caesars,Buffalo Bills,New England Patriots,-110,-110,spreads,-8.5,8.5
2023-10-22 17:01:00,FanDuel,Chicago Bears,Las Vegas Raiders,100,-118,h2h,,
2023-10-22 17:01:00,FanDuel,Chicago Bears,Las Vegas Raiders,-115,-105,spreads,1.5,-1.5
2023-10-22 17:01:00,DraftKings,Chicago Bears,Las Vegas Raiders,-105,-115,h2h,,
2023-10-22 17:01:00,DraftKings,Chicago Bears,Las Vegas Raiders,-110,-110,spreads,1.0,-1.0
2023-10-22 17:01:00,SuperBook,Chicago Bears,Las Vegas Raiders,-110,-110,spreads,1.0,-1.0
2023-10-22 17:01:00,BetOnline.ag,Chicago Bears,Las Vegas Raiders,-110,-110,spreads,1.0,-1.0
2023-10-22 17:01:00,LowVig.ag,Chicago Bears,Las Vegas Raiders,-105,-105,spreads,1.0,-1.0
2023-10-22 17:01:00,BetUS,Chicago Bears,Las Vegas Raiders,-110,-110,spreads,1.0,-1.0
2023-10-22 17:01:00,Caesars,Chicago Bears,Las Vegas Raiders,-105,-115,h2h,,
2023-10-22 17:01:00,Caesars,Chicago Bears,Las Vegas Raiders,-110,-110,spreads,1.0,-1.0
2023-10-22 17:01:00,FanDuel,Cleveland Browns,Indianapolis Colts,-138,118,h2h,,
2023-10-22 17:01:00,FanDuel,Cleveland Browns,Indianapolis Colts,-115,-105,spreads,-2.5,2.5
2023-10-22 17:01:00,DraftKings,Cleveland Browns,Indianapolis Colts,-142,120,h2h,,
2023-10-22 17:01:00,DraftKings,Cleveland Browns,Indianapolis Colts,-110,-110,spreads,-2.5,2.5
2023-10-22 17:01:00,LowVig.ag,Cleveland Browns,Indianapolis Colts,-110,100,spreads,-2.5,2.5
2023-10-22 17:01:00,BetOnline.ag,Cleveland Browns,Indianapolis Colts,-115,-105,spreads,-2.5,2.5
2023-10-22 17:01:00,SuperBook,Cleveland Browns,Indianapolis Colts,-110,-110,spreads,-2.5,2.5
2023-10-22 17:01:00,BetUS,Cleveland Browns,Indianapolis Colts,-115,-105,spreads,-2.5,2.5
2023-10-22 17:01:00,Caesars,Cleveland Browns,Indianapolis Colts,-140,118,h2h,,
2023-10-22 17:01:00,Caesars,Cleveland Browns,Indianapolis Colts,-115,-105,spreads,-2.5,2.5
2023-10-22 17:01:00,FanDuel,New York Giants,Washington Commanders,-102,-116,h2h,,
2023-10-22 17:01:00,FanDuel,New York Giants,Washington Commanders,-118,-104,spreads,1.5,-1.5
2023-10-22 17:01:00,DraftKings,New York Giants,Washington Commanders,100,-120,h2h,,
2023-10-22 17:01:00,DraftKings,New York Giants,Washington Commanders,-110,-110,spreads,1.5,-1.5
2023-10-22 17:01:00,LowVig.ag,New York Giants,Washington Commanders,-105,-105,spreads,1.5,-1.5
2023-10-22 17:01:00,BetOnline.ag,New York Giants,Washington Commanders,-110,-110,spreads,1.5,-1.5
2023-10-22 17:01:00,SuperBook,New York Giants,Washington Commanders,-110,-110,spreads,1.5,-1.5
2023-10-22 17:01:00,BetUS,New York Giants,Washington Commanders,-110,-110,spreads,1.5,-1.5
2023-10-22 17:01:00,Caesars,New York Giants,Washington Commanders,105,-125,h2h,,
2023-10-22 17:01:00,Caesars,New York Giants,Washington Commanders,-110,-110,spreads,1.5,-1.5
2023-10-22 20:06:00,FanDuel,Arizona Cardinals,Seattle Seahawks,265,-330,h2h,,
2023-10-22 20:06:00,FanDuel,Arizona Cardinals,Seattle Seahawks,-110,-110,spreads,7.0,-7.0
2023-10-22 20:06:00,DraftKings,Arizona Cardinals,Seattle Seahawks,275,-345,h2h,,
2023-10-22 20:06:00,DraftKings,Arizona Cardinals,Seattle Seahawks,-110,-110,spreads,7.0,-7.0
2023-10-22 20:06:00,LowVig.ag,Arizona Cardinals,Seattle Seahawks,-110,100,spreads,7.0,-7.0
2023-10-22 20:06:00,BetOnline.ag,Arizona Cardinals,Seattle Seahawks,-115,-105,spreads,7.0,-7.0
2023-10-22 20:06:00,SuperBook,Arizona Cardinals,Seattle Seahawks,-110,-110,spreads,7.0,-7.0
2023-10-22 20:06:00,BetUS,Arizona Cardinals,Seattle Seahawks,-115,-105,spreads,7.0,-7.0
2023-10-22 20:06:00,Caesars,Arizona Cardinals,Seattle Seahawks,275,-350,h2h,,
2023-10-22 20:06:00,Caesars,Arizona Cardinals,Seattle Seahawks,-110,-110,spreads,7.0,-7.0
2023-10-22 20:06:00,FanDuel,Los Angeles Rams,Pittsburgh Steelers,-148,126,h2h,,
2023-10-22 20:06:00,FanDuel,Los Angeles Rams,Pittsburgh Steelers,-118,-104,spreads,-2.5,2.5
2023-10-22 20:06:00,DraftKings,Los Angeles Rams,Pittsburgh Steelers,-155,130,h2h,,
2023-10-22 20:06:00,DraftKings,Los Angeles Rams,Pittsburgh Steelers,-105,-115,spreads,-3.0,3.0
2023-10-22 20:06:00,LowVig.ag,Los Angeles Rams,Pittsburgh Steelers,-118,107,spreads,-2.5,2.5
2023-10-22 20:06:00,BetOnline.ag,Los Angeles Rams,Pittsburgh Steelers,-122,102,spreads,-2.5,2.5
2023-10-22 20:06:00,SuperBook,Los Angeles Rams,Pittsburgh Steelers,-110,-110,spreads,-3.0,3.0
2023-10-22 20:06:00,Caesars,Los Angeles Rams,Pittsburgh Steelers,-165,140,h2h,,
2023-10-22 20:06:00,Caesars,Los Angeles Rams,Pittsburgh Steelers,-105,-115,spreads,-3.0,3.0
2023-10-22 20:26:00,FanDuel,Denver Broncos,Green Bay Packers,106,-124,h2h,,
2023-10-22 20:26:00,FanDuel,Denver Broncos,Green Bay Packers,-110,-110,spreads,1.5,-1.5
2023-10-22 20:26:00,DraftKings,Denver Broncos,Green Bay Packers,100,-120,h2h,,
2023-10-22 20:26:00,DraftKings,Denver Broncos,Green Bay Packers,-110,-110,spreads,1.5,-1.5
2023-10-22 20:26:00,LowVig.ag,Denver Broncos,Green Bay Packers,-105,-105,spreads,2.5,-2.5
2023-10-22 20:26:00,BetOnline.ag,Denver Broncos,Green Bay Packers,-110,-110,spreads,2.5,-2.5
2023-10-22 20:26:00,SuperBook,Denver Broncos,Green Bay Packers,-110,-110,spreads,1.5,-1.5
2023-10-22 20:26:00,Caesars,Denver Broncos,Green Bay Packers,105,-125,h2h,,
2023-10-22 20:26:00,Caesars,Denver Broncos,Green Bay Packers,-110,-110,spreads,1.5,-1.5
2023-10-22 20:26:00,FanDuel,Kansas City Chiefs,Los Angeles Chargers,-270,220,h2h,,
2023-10-22 20:26:00,FanDuel,Kansas City Chiefs,Los Angeles Chargers,-110,-110,spreads,-6.0,6.0
2023-10-22 20:26:00,DraftKings,Kansas City Chiefs,Los Angeles Chargers,-245,200,h2h,,
2023-10-22 20:26:00,DraftKings,Kansas City Chiefs,Los Angeles Chargers,-110,-110,spreads,-6.0,6.0
2023-10-22 20:26:00,LowVig.ag,Kansas City Chiefs,Los Angeles Chargers,100,-110,spreads,-6.0,6.0
2023-10-22 20:26:00,BetOnline.ag,Kansas City Chiefs,Los Angeles Chargers,-105,-115,spreads,-6.0,6.0
2023-10-22 20:26:00,SuperBook,Kansas City Chiefs,Los Angeles Chargers,-110,-110,spreads,-6.0,6.0
2023-10-22 20:26:00,Caesars,Kansas City Chiefs,Los Angeles Chargers,-260,210,h2h,,
2023-10-22 20:26:00,Caesars,Kansas City Chiefs,Los Angeles Chargers,-110,-110,spreads,-6.0,6.0
2023-10-23 00:21:00,FanDuel,Miami Dolphins,Philadelphia Eagles,120,-142,h2h,,
2023-10-23 00:21:00,FanDuel,Miami Dolphins,Philadelphia Eagles,-105,-115,spreads,2.5,-2.5
2023-10-23 00:21:00,DraftKings,Miami Dolphins,Philadelphia Eagles,120,-142,h2h,,
2023-10-23 00:21:00,DraftKings,Miami Dolphins,Philadelphia Eagles,-110,-110,spreads,2.5,-2.5
2023-10-23 00:21:00,LowVig.ag,Miami Dolphins,Philadelphia Eagles,105,-116,spreads,2.5,-2.5
2023-10-23 00:21:00,BetOnline.ag,Miami Dolphins,Philadelphia Eagles,100,-120,spreads,2.5,-2.5
2023-10-23 00:21:00,SuperBook,Miami Dolphins,Philadelphia Eagles,-120,100,spreads,3.0,-3.0
2023-10-23 00:21:00,Caesars,Miami Dolphins,Philadelphia Eagles,118,-140,h2h,,
2023-10-23 00:21:00,Caesars,Miami Dolphins,Philadelphia Eagles,-110,-110,spreads,2.5,-2.5
2023-10-24 00:16:00,FanDuel,Minnesota Vikings,San Francisco 49ers,285,-355,h2h,,
2023-10-24 00:16:00,FanDuel,Minnesota Vikings,San Francisco 49ers,-102,-120,spreads,7.0,-7.0
2023-10-24 00:16:00,DraftKings,Minnesota Vikings,San Francisco 49ers,270,-340,h2h,,
2023-10-24 00:16:00,DraftKings,Minnesota Vikings,San Francisco 49ers,-102,-118,spreads,7.0,-7.0
2023-10-24 00:16:00,BetOnline.ag,Minnesota Vikings,San Francisco 49ers,-104,-116,spreads,7.0,-7.0
2023-10-24 00:16:00,LowVig.ag,Minnesota Vikings,San Francisco 49ers,101,-112,spreads,7.0,-7.0
2023-10-24 00:16:00,SuperBook,Minnesota Vikings,San Francisco 49ers,-110,-110,spreads,7.5,-7.5
2023-10-24 00:16:00,Caesars,Minnesota Vikings,San Francisco 49ers,278,-355,h2h,,
2023-10-24 00:16:00,Caesars,Minnesota Vikings,San Francisco 49ers,-105,-115,spreads,7.0,-7.0
